"",">40hrs/week",">$14/hr","no kids","age <40yrs","not disabled","after 1983"
"930",1,0,0,0,1,1
"931",0,0,0,0,1,1
"932",1,0,1,1,1,0
"933",1,0,1,1,1,0
"934",1,1,1,1,1,0
"935",0,1,1,1,1,0
"936",0,1,1,1,0,0
"937",0,1,1,1,1,1
"938",0,1,1,0,1,1
"939",1,1,1,0,1,1
"940",0,1,1,0,0,1
"941",1,1,1,0,1,1
"942",1,1,0,1,1,0
"943",1,1,0,1,1,0
"944",0,1,0,1,1,0
"945",0,1,0,1,1,0
"946",0,0,0,1,1,0
"947",0,0,0,1,1,1
"948",0,0,0,1,1,1
"949",0,0,0,1,1,1
"950",0,1,0,1,0,1
"951",0,1,0,0,1,1
"952",0,1,0,1,1,0
"953",1,1,0,1,1,0
"954",0,0,0,1,1,0
"955",0,0,0,1,1,0
"956",1,0,0,1,1,0
"957",1,0,0,1,1,1
"958",1,0,0,1,1,1
"959",1,0,0,1,1,1
"960",1,0,0,1,1,1
"961",1,0,0,0,1,1
"962",0,0,0,1,1,0
"963",0,0,0,1,1,0
"964",0,0,0,1,1,0
"965",0,0,0,1,1,0
"966",0,0,0,1,1,0
"967",0,0,0,1,1,1
"968",0,0,0,1,1,1
"969",0,0,0,1,1,1
"970",0,0,0,1,1,1
"971",0,0,0,1,1,1
"972",0,0,0,1,1,0
"973",0,0,0,1,1,0
"974",0,0,0,1,1,0
"975",1,0,0,1,1,0
"976",1,0,0,1,1,0
"977",1,0,0,1,1,1
"978",0,0,0,1,1,1
"979",0,0,0,1,1,1
"980",0,0,0,1,1,1
"981",0,0,0,1,1,1
"982",0,1,0,1,1,0
"983",0,1,0,1,1,0
"984",0,1,0,1,1,0
"985",0,1,0,0,1,0
"986",0,1,0,0,1,0
"987",0,1,0,0,1,1
"988",0,1,0,0,1,1
"989",0,1,0,0,1,1
"990",0,1,0,0,1,1
"991",0,1,0,0,1,1
"992",0,0,0,1,1,0
"993",1,0,0,1,1,0
"994",0,0,0,1,0,0
"995",0,0,0,1,1,0
"996",0,0,0,1,1,0
"997",0,0,0,1,1,1
"998",0,0,0,1,1,1
"999",0,0,0,1,1,1
"1000",0,0,0,0,1,1
"1001",0,0,0,0,1,1
"1002",1,0,0,1,1,0
"1003",1,0,0,1,1,0
"1004",1,0,0,1,1,0
"1005",1,0,0,1,1,0
"1006",0,0,0,1,1,0
"1007",0,0,0,1,1,1
"1008",0,0,0,1,1,1
"1009",0,0,0,1,1,1
"1010",0,0,0,1,1,1
"1011",0,0,0,1,1,1
"1012",0,1,0,0,1,0
"1013",0,1,0,0,1,0
"1014",0,1,0,0,1,0
"1015",0,1,0,0,1,0
"1016",0,1,0,0,1,0
"1017",0,1,0,0,1,1
"1018",1,1,0,0,1,1
"1019",1,1,0,0,1,1
"1020",1,1,0,0,1,1
"1021",1,1,1,0,1,1
"1022",0,1,0,0,1,0
"1023",0,0,0,0,1,0
"1024",0,1,0,0,1,0
"1025",0,0,0,0,1,0
"1026",0,1,0,0,1,0
"1027",0,0,0,0,1,1
"1028",0,0,0,0,1,1
"1029",0,0,0,0,1,1
"1030",0,0,0,0,1,1
"1031",0,0,0,0,1,1
"1032",1,1,0,0,1,0
"1033",1,1,0,0,1,0
"1034",1,1,1,0,1,0
"1035",1,1,1,0,1,0
"1036",1,1,1,0,1,0
"1037",1,1,1,0,1,1
"1038",1,1,1,0,1,1
"1039",1,1,1,0,1,1
"1040",1,1,1,0,1,1
"1041",1,1,1,0,1,1
"1042",0,1,1,1,1,0
"1043",0,1,0,1,1,0
"1044",1,1,0,1,1,0
"1045",1,1,0,1,1,0
"1046",1,1,0,1,1,0
"1047",1,1,0,1,1,1
"1048",1,1,0,1,1,1
"1049",0,1,0,1,1,1
"1050",0,1,0,1,1,1
"1051",0,1,0,1,1,1
"1052",1,1,0,1,1,0
"1053",1,0,0,1,1,0
"1054",1,0,0,1,1,0
"1055",1,0,0,1,1,0
"1056",1,0,0,1,1,0
"1057",1,0,0,1,1,1
"1058",1,0,0,1,1,1
"1059",1,0,0,1,1,1
"1060",0,0,0,1,1,1
"1061",1,0,0,1,1,1
"1062",1,1,0,0,1,0
"1063",1,1,0,0,1,0
"1064",1,1,0,0,1,0
"1065",1,1,0,0,1,0
"1066",1,1,0,0,1,0
"1067",1,1,0,0,0,1
"1068",1,1,0,0,1,1
"1069",1,1,0,0,1,1
"1070",1,1,0,0,1,1
"1071",1,1,1,0,1,1
"1072",0,0,0,1,1,0
"1073",0,0,0,1,1,0
"1074",0,0,0,1,1,0
"1075",0,0,0,1,1,0
"1076",0,0,0,1,1,0
"1077",0,0,0,1,1,1
"1078",0,0,0,1,1,1
"1079",0,0,0,1,1,1
"1080",0,1,0,1,1,1
"1081",0,0,0,0,1,1
"1082",1,1,1,0,1,0
"1083",1,1,1,0,1,0
"1084",0,1,1,0,1,0
"1085",0,1,1,0,1,0
"1086",0,1,1,0,1,0
"1087",1,1,1,0,1,1
"1088",0,1,1,0,1,1
"1089",0,1,1,0,1,1
"1090",0,1,1,0,1,1
"1091",0,1,1,0,1,1
"1092",1,1,0,1,1,0
"1093",1,1,0,0,1,0
"1094",1,1,0,0,1,0
"1095",1,1,0,0,1,0
"1096",0,1,0,0,1,0
"1097",1,1,0,0,1,1
"1098",1,1,0,0,1,1
"1099",0,1,0,0,1,1
"1100",0,1,0,0,1,1
"1101",1,1,0,0,1,1
"1102",0,1,0,1,1,0
"1103",0,1,0,1,1,0
"1104",0,1,0,1,1,0
"1105",1,1,0,0,1,0
"1106",1,1,0,0,1,0
"1107",0,1,0,0,1,1
"1108",0,1,0,0,1,1
"1109",0,1,0,0,1,1
"1110",0,1,0,0,1,1
"1111",0,1,0,0,1,1
"1112",0,1,1,1,1,0
"1113",0,0,1,1,1,0
"1114",0,1,1,1,1,0
"1115",0,1,1,1,1,0
"1116",0,0,0,1,1,0
"1117",0,0,0,1,1,1
"1118",0,1,0,1,1,1
"1119",0,0,0,1,1,1
"1120",0,1,0,1,1,1
"1121",0,1,0,1,1,1
"1122",0,1,0,0,1,0
"1123",0,1,0,0,1,0
"1124",1,1,0,0,1,0
"1125",0,1,0,0,1,0
"1126",0,1,0,0,1,0
"1127",1,1,0,0,1,1
"1128",0,1,0,0,1,1
"1129",1,1,0,0,1,1
"1130",0,1,1,0,1,1
"1131",0,1,0,0,1,1
"1132",0,0,1,1,1,0
"1133",1,0,1,1,1,0
"1134",1,0,1,1,1,0
"1135",1,0,1,1,1,0
"1136",1,0,1,1,1,0
"1137",1,0,1,1,1,1
"1138",1,0,1,1,1,1
"1139",1,0,0,1,0,1
"1140",1,0,0,1,0,1
"1141",1,0,0,1,0,1
"1142",1,0,0,1,1,0
"1143",1,0,0,1,1,0
"1144",1,0,0,1,1,0
"1145",1,0,0,1,1,0
"1146",1,0,0,1,1,0
"1147",1,0,0,1,1,1
"1148",1,0,0,1,1,1
"1149",1,0,0,1,1,1
"1150",1,0,0,1,1,1
"1151",1,0,0,1,1,1
"1152",1,0,0,1,1,0
"1153",1,1,0,1,1,0
"1154",0,1,0,1,1,0
"1155",0,0,0,1,1,0
"1156",0,0,0,1,1,0
"1157",1,0,0,1,1,1
"1158",0,1,0,1,1,1
"1159",1,1,0,1,1,1
"1160",1,1,0,1,1,1
"1161",0,0,0,1,1,1
"1162",1,1,0,1,1,0
"1163",1,1,0,1,1,0
"1164",0,1,0,1,1,0
"1165",0,1,0,1,1,0
"1166",0,1,0,1,1,0
"1167",0,1,0,0,1,1
"1168",1,1,0,0,1,1
"1169",0,1,0,0,1,1
"1170",1,1,0,0,1,1
"1171",1,1,0,0,1,1
"1172",0,1,0,0,1,0
"1173",0,1,0,0,1,0
"1174",0,1,0,0,1,0
"1175",0,1,1,0,1,0
"1176",0,0,1,0,1,0
"1177",0,0,1,0,1,1
"1178",1,0,1,0,1,1
"1179",0,0,1,0,1,1
"1180",1,0,1,0,1,1
"1181",1,0,1,0,1,1
"1182",1,1,0,0,1,0
"1183",1,1,0,0,1,0
"1184",1,1,0,0,1,0
"1185",1,1,0,0,1,0
"1186",1,1,0,0,1,0
"1187",1,1,0,0,1,1
"1188",1,1,0,0,1,1
"1189",1,1,1,0,1,1
"1190",1,1,1,0,1,1
"1191",1,1,1,0,1,1
"1192",0,0,0,1,1,0
"1193",1,0,0,1,1,0
"1194",1,1,0,1,1,0
"1195",1,0,0,1,1,0
"1196",1,1,0,1,1,0
"1197",1,1,0,1,1,1
"1198",1,0,0,1,1,1
"1199",1,0,0,1,1,1
"1200",1,1,0,1,1,1
"1201",1,1,0,1,1,1
"1202",1,1,0,1,1,0
"1203",1,0,0,1,1,0
"1204",1,0,0,1,1,0
"1205",1,0,0,1,1,0
"1206",1,1,0,1,1,0
"1207",1,0,0,0,1,1
"1208",1,1,1,0,1,1
"1209",1,1,1,0,0,1
"1210",1,1,1,0,1,1
"1211",1,0,1,0,1,1
"1212",0,0,0,1,1,0
"1213",0,0,0,1,1,0
"1214",1,0,0,1,1,0
"1215",0,0,0,1,1,0
"1216",0,0,0,1,1,0
"1217",0,0,0,1,1,1
"1218",0,0,0,1,1,1
"1219",0,0,0,1,1,1
"1220",0,0,0,1,1,1
"1221",1,0,0,1,1,1
"1222",0,0,1,1,1,0
"1223",0,0,1,1,1,0
"1224",1,0,1,1,1,0
"1225",1,0,1,1,1,0
"1226",1,0,1,1,1,0
"1227",0,0,1,1,1,1
"1228",1,1,0,1,1,1
"1229",0,1,0,1,1,1
"1230",1,1,0,1,1,1
"1231",1,0,0,1,1,1
"1232",1,1,0,1,1,0
"1233",1,1,0,1,1,0
"1234",1,1,0,1,1,0
"1235",1,1,0,1,1,0
"1236",1,1,1,0,1,0
"1237",1,1,1,0,1,1
"1238",0,1,1,0,1,1
"1239",1,1,1,0,1,1
"1240",1,1,1,0,1,1
"1241",0,1,1,0,1,1
"1242",0,0,0,1,1,0
"1243",1,0,0,1,1,0
"1244",1,0,0,1,1,0
"1245",0,0,0,1,1,0
"1246",0,0,0,1,0,0
"1247",0,0,0,1,0,1
"1248",1,0,0,1,1,1
"1249",0,0,0,1,0,1
"1250",0,0,0,0,0,1
"1251",0,0,0,0,0,1
"1252",1,1,0,0,1,0
"1253",1,1,0,0,1,0
"1254",1,1,0,0,1,0
"1255",1,1,0,0,1,0
"1256",1,1,0,0,1,0
"1257",1,1,1,0,1,1
"1258",0,1,1,0,1,1
"1259",1,0,1,0,1,1
"1260",1,1,1,0,1,1
"1261",1,0,1,0,1,1
"1262",0,1,0,0,1,0
"1263",0,1,0,0,1,0
"1264",0,1,0,0,1,0
"1265",0,1,0,0,1,0
"1266",0,0,0,0,1,0
"1267",0,0,0,0,1,1
"1268",0,0,0,0,1,1
"1269",0,0,0,0,1,1
"1270",1,0,0,0,1,1
"1271",0,0,0,0,1,1
"1272",1,0,0,1,1,0
"1273",1,0,0,1,1,0
"1274",1,0,0,1,1,0
"1275",1,0,0,1,1,0
"1276",0,0,0,1,1,0
"1277",0,0,0,0,1,1
"1278",0,0,1,0,1,1
"1279",0,0,1,0,1,1
"1280",0,0,1,0,1,1
"1281",0,0,1,0,1,1
"1282",1,0,0,0,1,0
"1283",1,0,0,0,1,0
"1284",1,0,0,0,1,0
"1285",0,0,0,0,1,0
"1286",0,0,0,0,1,0
"1287",0,0,1,0,1,1
"1288",0,0,1,0,1,1
"1289",1,0,1,0,1,1
"1290",1,1,1,0,1,1
"1291",1,0,1,0,0,1
"1292",1,1,1,1,1,0
"1293",0,1,0,1,1,0
"1294",1,0,0,1,1,0
"1295",1,0,0,1,1,0
"1296",1,1,0,1,1,0
"1297",1,1,0,1,1,1
"1298",1,0,0,1,1,1
"1299",1,1,0,1,1,1
"1300",1,1,0,1,1,1
"1301",1,0,0,1,1,1
"1302",0,1,0,1,1,0
"1303",0,1,0,1,1,0
"1304",0,0,0,1,1,0
"1305",0,0,0,1,1,0
"1306",1,1,0,1,1,0
"1307",0,1,0,0,1,1
"1308",1,1,0,0,1,1
"1309",1,0,0,0,1,1
"1310",1,1,0,0,1,1
"1311",0,1,0,0,1,1
"1312",1,0,0,1,1,0
"1313",1,0,0,1,1,0
"1314",1,0,0,1,1,0
"1315",0,1,0,1,1,0
"1316",0,0,0,1,1,0
"1317",1,0,0,1,1,1
"1318",1,0,0,1,1,1
"1319",1,0,0,1,1,1
"1320",1,0,0,1,1,1
"1321",1,0,0,1,1,1
"1322",1,1,0,1,1,0
"1323",1,1,0,1,1,0
"1324",1,1,0,1,1,0
"1325",1,1,0,1,1,0
"1326",1,1,0,0,1,0
"1327",1,1,0,0,1,1
"1328",1,1,0,0,1,1
"1329",1,1,0,0,1,1
"1330",1,1,0,0,1,1
"1331",1,0,0,0,1,1
"1332",0,0,0,1,1,0
"1333",0,0,0,1,1,0
"1334",0,1,0,1,1,0
"1335",0,0,0,0,1,0
"1336",0,0,0,0,1,0
"1337",0,1,0,0,1,1
"1338",0,1,0,0,1,1
"1339",0,1,0,0,1,1
"1340",0,1,0,0,1,1
"1341",0,0,0,0,1,1
"1342",0,1,1,0,1,0
"1343",0,1,1,0,1,0
"1344",0,1,1,0,1,0
"1345",0,1,1,0,1,0
"1346",0,1,1,0,1,0
"1347",0,1,1,0,1,1
"1348",0,1,1,0,1,1
"1349",0,1,1,0,1,1
"1350",0,1,1,0,1,1
"1351",0,1,1,0,1,1
"1352",1,1,0,0,1,0
"1353",1,1,0,0,1,0
"1354",1,1,0,0,1,0
"1355",0,1,0,0,1,0
"1356",1,0,0,0,1,0
"1357",1,1,0,0,1,1
"1358",1,1,0,0,1,1
"1359",1,1,0,0,1,1
"1360",1,1,0,0,1,1
"1361",1,1,0,0,1,1
"1362",0,1,0,1,1,0
"1363",0,1,0,1,1,0
"1364",0,0,0,1,1,0
"1365",0,0,0,1,1,0
"1366",0,0,0,1,1,0
"1367",1,0,0,1,1,1
"1368",0,0,0,1,1,1
"1369",0,0,0,1,1,1
"1370",0,0,0,1,1,1
"1371",1,0,0,1,1,1
"1372",0,1,0,1,1,0
"1373",0,0,0,1,1,0
"1374",0,1,0,1,1,0
"1375",0,1,0,1,1,0
"1376",0,0,0,1,1,0
"1377",1,0,0,1,1,1
"1378",1,0,0,1,1,1
"1379",1,0,0,1,1,1
"1380",1,0,0,1,1,1
"1381",1,1,0,1,1,1
"1382",1,1,1,1,1,0
"1383",1,1,0,1,1,0
"1384",1,0,0,1,1,0
"1385",1,1,0,1,1,0
"1386",1,1,0,1,1,0
"1387",1,0,0,1,1,1
"1388",1,0,0,1,1,1
"1389",1,0,0,1,1,1
"1390",1,0,0,1,1,1
"1391",1,1,0,1,1,1
"1392",1,0,0,1,1,0
"1393",1,0,0,1,1,0
"1394",0,1,0,1,1,0
"1395",1,1,0,1,1,0
"1396",0,1,0,1,1,0
"1397",1,1,0,1,1,1
"1398",1,1,0,0,1,1
"1399",1,1,0,0,1,1
"1400",1,1,1,0,1,1
"1401",1,1,1,0,1,1
"1402",1,0,0,1,1,0
"1403",1,0,0,0,1,0
"1404",1,0,0,0,1,0
"1405",1,0,0,0,1,0
"1406",1,0,1,0,1,0
"1407",0,0,1,0,1,1
"1408",0,0,1,0,1,1
"1409",0,0,1,0,1,1
"1410",0,0,1,0,1,1
"1411",0,0,1,0,1,1
"1412",0,0,1,1,0,0
"1413",1,0,1,1,1,0
"1414",1,0,0,1,1,0
"1415",1,1,0,1,0,0
"1416",1,1,0,1,0,0
"1417",1,0,0,1,0,1
"1418",1,1,0,1,1,1
"1419",1,1,0,1,0,1
"1420",1,1,0,1,0,1
"1421",1,1,0,1,0,1
"1422",1,1,0,1,1,0
"1423",1,1,0,1,1,0
"1424",0,1,0,1,1,0
"1425",1,1,0,1,1,0
"1426",0,1,0,0,1,0
"1427",0,1,0,0,1,1
"1428",0,1,0,0,1,1
"1429",0,1,0,0,1,1
"1430",0,1,0,0,0,1
"1431",0,1,0,0,0,1
"1432",1,0,0,1,1,0
"1433",0,0,0,1,1,0
"1434",1,0,0,1,0,0
"1435",1,0,0,1,1,0
"1436",1,0,0,1,1,0
"1437",1,0,0,1,1,1
"1438",0,0,0,1,1,1
"1439",0,0,0,1,1,1
"1440",1,0,0,1,0,1
"1441",0,0,0,0,1,1
"1442",0,0,0,1,1,0
"1443",0,0,0,1,1,0
"1444",0,0,0,1,1,0
"1445",0,0,0,1,1,0
"1446",0,0,0,1,1,0
"1447",1,0,0,1,1,1
"1448",1,0,0,1,1,1
"1449",0,0,0,1,1,1
"1450",0,0,0,1,0,1
"1451",0,0,0,1,1,1
"1452",1,1,0,0,1,0
"1453",1,1,0,0,1,0
"1454",1,1,0,0,1,0
"1455",1,1,0,0,1,0
"1456",1,1,0,0,1,0
"1457",1,1,1,0,1,1
"1458",1,1,1,0,1,1
"1459",1,1,1,0,1,1
"1460",1,1,1,0,1,1
"1461",1,1,1,0,1,1
"1462",0,0,0,0,0,0
"1463",0,1,1,0,0,0
"1464",0,1,1,0,0,0
"1465",0,1,1,0,0,0
"1466",0,1,1,0,0,0
"1467",0,1,1,0,0,1
"1468",1,1,1,0,0,1
"1469",0,1,1,0,0,1
"1470",0,1,1,0,0,1
"1471",0,1,1,0,0,1
"1472",1,1,0,1,1,0
"1473",1,1,0,1,1,0
"1474",1,1,0,1,1,0
"1475",1,1,0,1,1,0
"1476",1,1,0,1,1,0
"1477",1,1,0,1,1,1
"1478",1,1,0,1,1,1
"1479",1,1,0,0,1,1
"1480",1,1,0,0,1,1
"1481",1,1,0,0,1,1
"1482",0,0,1,0,0,0
"1483",0,0,1,0,0,0
"1484",0,0,1,0,0,0
"1485",0,0,1,0,0,0
"1486",0,0,1,0,0,0
"1487",0,0,1,0,0,1
"1488",0,0,1,0,0,1
"1489",0,0,1,0,0,1
"1490",0,0,1,0,0,1
"1491",0,0,1,0,0,1
"1492",1,1,1,0,1,0
"1493",1,1,1,0,1,0
"1494",0,1,1,0,1,0
"1495",0,1,1,0,1,0
"1496",0,1,1,0,1,0
"1497",0,1,1,0,1,1
"1498",0,1,1,0,1,1
"1499",0,1,1,0,1,1
"1500",0,1,1,0,1,1
"1501",0,1,1,0,1,1
"1502",0,0,1,1,1,0
"1503",0,1,1,1,1,0
"1504",0,1,1,1,1,0
"1505",0,1,0,1,1,0
"1506",0,1,0,1,1,0
"1507",0,1,0,1,1,1
"1508",0,1,0,1,1,1
"1509",0,1,0,1,1,1
"1510",0,1,0,1,1,1
"1511",0,1,0,1,1,1
"1512",1,1,0,1,1,0
"1513",1,1,0,1,1,0
"1514",1,1,0,1,1,0
"1515",1,1,0,1,1,0
"1516",1,1,0,0,1,0
"1517",1,1,0,0,1,1
"1518",1,1,0,0,1,1
"1519",1,1,0,0,1,1
"1520",1,1,0,0,0,1
"1521",0,1,0,0,0,1
"1522",1,0,0,1,1,0
"1523",1,0,0,1,1,0
"1524",1,0,0,0,1,0
"1525",1,0,0,0,1,0
"1526",0,0,0,0,1,0
"1527",0,0,0,0,1,1
"1528",0,0,0,0,1,1
"1529",0,0,0,0,1,1
"1530",0,0,0,0,0,1
"1531",0,0,0,0,0,1
"1532",0,0,1,1,1,0
"1533",0,1,1,1,1,0
"1534",0,1,1,1,1,0
"1535",0,0,1,0,0,0
"1536",0,0,1,0,1,0
"1537",0,0,1,0,0,1
"1538",0,0,1,0,1,1
"1539",0,0,1,0,1,1
"1540",0,0,1,0,0,1
"1541",0,1,1,0,0,1
"1542",0,0,1,0,0,0
"1543",0,0,1,0,1,0
"1544",0,0,1,0,1,0
"1545",0,0,1,0,1,0
"1546",1,0,1,0,1,0
"1547",1,0,1,0,1,1
"1548",0,0,1,0,1,1
"1549",0,0,1,0,1,1
"1550",0,0,1,0,0,1
"1551",0,1,1,0,0,1
"1552",0,0,0,1,0,0
"1553",1,0,0,1,0,0
"1554",1,0,0,1,0,0
"1555",0,0,0,1,1,0
"1556",1,0,0,1,1,0
"1557",1,0,0,1,1,1
"1558",1,0,0,1,1,1
"1559",1,0,0,1,1,1
"1560",1,0,0,1,1,1
"1561",1,0,0,1,1,1
"1562",0,0,0,0,1,0
"1563",1,0,1,0,1,0
"1564",0,0,1,0,1,0
"1565",1,0,1,0,1,0
"1566",0,0,1,0,1,0
"1567",0,0,1,0,1,1
"1568",0,0,1,0,1,1
"1569",0,0,1,0,1,1
"1570",0,0,1,0,0,1
"1571",0,0,1,0,0,1
"1572",0,1,1,1,1,0
"1573",0,1,0,1,1,0
"1574",0,1,0,1,1,0
"1575",0,1,0,1,1,0
"1576",0,1,0,1,1,0
"1577",0,1,0,1,1,1
"1578",0,1,0,1,1,1
"1579",0,1,0,1,1,1
"1580",0,1,0,1,1,1
"1581",0,1,0,1,1,1
"1582",1,1,1,1,1,0
"1583",1,1,0,1,1,0
"1584",0,1,0,1,1,0
"1585",1,1,0,1,1,0
"1586",0,1,0,1,1,0
"1587",0,1,0,1,1,1
"1588",1,1,0,1,1,1
"1589",0,1,0,1,1,1
"1590",1,1,0,1,1,1
"1591",1,1,0,1,1,1
"1592",1,1,1,1,1,0
"1593",0,1,1,1,1,0
"1594",0,1,1,1,1,0
"1595",0,1,1,1,1,0
"1596",0,1,1,1,1,0
"1597",0,1,0,1,1,1
"1598",0,1,0,1,1,1
"1599",1,1,0,1,1,1
"1600",0,1,0,1,1,1
"1601",0,1,0,1,1,1
"1602",1,0,1,1,1,0
"1603",1,0,1,1,1,0
"1604",1,0,1,1,1,0
"1605",1,0,1,1,1,0
"1606",1,0,1,1,1,0
"1607",1,0,1,1,1,1
"1608",1,0,1,1,1,1
"1609",1,0,1,1,1,1
"1610",1,0,1,1,1,1
"1611",1,0,1,1,1,1
"1612",1,0,0,1,1,0
"1613",1,0,0,1,1,0
"1614",1,0,0,1,1,0
"1615",1,0,0,1,1,0
"1616",1,0,0,1,1,0
"1617",1,0,0,1,1,1
"1618",1,0,0,1,1,1
"1619",1,1,0,1,1,1
"1620",1,0,0,1,1,1
"1621",1,1,0,1,1,1
"1622",0,0,0,1,1,0
"1623",0,0,0,1,1,0
"1624",0,0,0,1,1,0
"1625",0,0,0,1,1,0
"1626",0,0,0,1,1,0
"1627",1,0,0,1,1,1
"1628",0,0,0,1,1,1
"1629",1,0,0,1,1,1
"1630",1,0,0,0,1,1
"1631",1,0,1,0,1,1
"1632",1,1,0,1,1,0
"1633",1,1,0,1,1,0
"1634",1,1,0,1,1,0
"1635",1,1,0,1,1,0
"1636",1,1,0,0,1,0
"1637",1,1,0,0,1,1
"1638",1,1,0,0,1,1
"1639",1,1,0,0,1,1
"1640",1,1,0,0,1,1
"1641",0,1,0,0,1,1
"1642",1,0,0,1,1,0
"1643",1,1,0,0,1,0
"1644",1,1,0,0,1,0
"1645",0,1,0,0,1,0
"1646",0,1,0,0,1,0
"1647",0,1,0,0,1,1
"1648",0,1,0,0,1,1
"1649",0,1,0,0,1,1
"1650",0,1,0,0,1,1
"1651",0,1,0,0,1,1
"1652",1,0,0,1,1,0
"1653",1,0,0,1,1,0
"1654",0,0,0,1,1,0
"1655",0,0,0,1,1,0
"1656",0,0,0,1,1,0
"1657",0,0,0,1,1,1
"1658",1,0,0,1,0,1
"1659",1,0,0,0,1,1
"1660",1,0,0,0,1,1
"1661",1,0,0,0,1,1
"1662",0,0,0,0,1,0
"1663",1,1,0,0,1,0
"1664",0,0,0,0,1,0
"1665",0,0,0,0,1,0
"1666",0,0,0,0,1,0
"1667",0,0,0,0,1,1
"1668",0,0,1,0,1,1
"1669",0,0,1,0,1,1
"1670",0,1,1,0,1,1
"1671",0,0,1,0,1,1
"1672",0,1,0,0,1,0
"1673",1,1,0,0,1,0
"1674",1,1,0,0,1,0
"1675",1,1,0,0,1,0
"1676",1,1,0,0,1,0
"1677",0,1,0,0,1,1
"1678",0,1,0,0,1,1
"1679",1,1,0,0,1,1
"1680",0,1,0,0,1,1
"1681",0,1,1,0,1,1
"1682",1,0,0,1,1,0
"1683",1,0,0,1,1,0
"1684",1,0,0,1,1,0
"1685",1,0,0,1,1,0
"1686",1,0,0,1,1,0
"1687",1,0,0,1,1,1
"1688",1,0,0,1,1,1
"1689",1,0,0,1,1,1
"1690",1,0,0,1,1,1
"1691",1,0,0,1,1,1
"1692",0,0,1,1,0,0
"1693",0,0,0,1,0,0
"1694",0,0,0,1,0,0
"1695",0,0,0,1,0,0
"1696",0,0,0,1,0,0
"1697",0,0,0,1,0,1
"1698",1,0,0,1,0,1
"1699",0,0,0,1,0,1
"1700",1,0,0,1,0,1
"1701",1,0,0,1,0,1
"1702",1,0,1,1,1,0
"1703",1,0,1,1,1,0
"1704",1,0,0,1,1,0
"1705",1,0,0,1,1,0
"1706",1,1,0,1,1,0
"1707",1,0,0,1,1,1
"1708",1,0,0,1,1,1
"1709",1,1,0,1,1,1
"1710",1,1,0,1,1,1
"1711",1,1,0,1,1,1
"1712",1,0,0,1,1,0
"1713",0,0,0,1,1,0
"1714",0,0,0,1,1,0
"1715",1,0,0,1,1,0
"1716",1,0,0,1,1,0
"1717",1,0,0,1,1,1
"1718",1,0,0,0,1,1
"1719",0,0,0,0,1,1
"1720",1,0,0,0,1,1
"1721",1,0,0,0,1,1
"1722",1,1,0,1,1,0
"1723",1,1,0,1,1,0
"1724",1,1,0,1,1,0
"1725",1,1,0,1,1,0
"1726",1,1,0,1,1,0
"1727",1,1,0,1,1,1
"1728",1,1,0,1,1,1
"1729",1,1,0,1,1,1
"1730",0,1,0,1,1,1
"1731",1,1,0,0,1,1
"1732",1,1,0,0,1,0
"1733",1,1,0,0,1,0
"1734",1,1,0,0,1,0
"1735",1,1,0,0,1,0
"1736",1,1,0,0,1,0
"1737",1,1,0,0,1,1
"1738",1,1,0,0,0,1
"1739",1,1,0,0,1,1
"1740",1,1,0,0,0,1
"1741",1,1,1,0,0,1
"1742",1,1,1,0,1,0
"1743",1,1,1,0,1,0
"1744",1,1,1,0,1,0
"1745",1,1,1,0,1,0
"1746",0,1,1,0,1,0
"1747",1,1,1,0,1,1
"1748",0,1,1,0,1,1
"1749",1,1,1,0,1,1
"1750",1,1,1,0,1,1
"1751",1,1,1,0,0,1
"1752",1,0,0,0,1,0
"1753",0,0,0,0,1,0
"1754",0,0,0,0,1,0
"1755",0,0,0,0,1,0
"1756",0,0,0,0,0,0
"1757",0,0,0,0,0,1
"1758",0,0,0,0,0,1
"1759",0,0,0,0,0,1
"1760",0,0,0,0,0,1
"1761",0,0,0,0,0,1
"1762",1,1,0,1,1,0
"1763",1,1,0,1,1,0
"1764",1,1,0,1,1,0
"1765",1,1,0,1,1,0
"1766",1,0,0,0,1,0
"1767",1,1,0,0,1,1
"1768",1,1,0,0,1,1
"1769",1,1,0,0,1,1
"1770",1,1,0,0,1,1
"1771",1,1,0,0,1,1
"1772",1,0,0,1,1,0
"1773",0,0,0,1,1,0
"1774",1,1,0,1,1,0
"1775",1,1,0,0,1,0
"1776",0,1,0,0,1,0
"1777",0,0,0,0,1,1
"1778",1,0,0,0,1,1
"1779",1,0,0,0,1,1
"1780",1,0,0,0,1,1
"1781",0,0,0,0,1,1
"1782",0,0,0,1,0,0
"1783",0,0,0,1,0,0
"1784",1,0,0,1,0,0
"1785",1,0,0,1,0,0
"1786",0,0,0,1,0,0
"1787",0,0,0,1,0,1
"1788",0,1,0,1,0,1
"1789",0,1,0,1,0,1
"1790",0,1,0,1,0,1
"1791",0,1,0,0,0,1
"1792",1,0,0,1,1,0
"1793",1,0,0,1,1,0
"1794",1,0,0,1,1,0
"1795",1,1,0,1,1,0
"1796",1,1,0,1,1,0
"1797",1,0,0,1,1,1
"1798",1,1,0,1,1,1
"1799",1,1,0,1,1,1
"1800",1,1,0,1,1,1
"1801",1,1,0,1,1,1
"1802",0,1,1,1,1,0
"1803",1,1,1,1,1,0
"1804",1,1,0,1,1,0
"1805",1,1,0,1,1,0
